date,dap,stage,thermal_time,biomass,leaf_area_index,root_depth,fruit_number,fruit_biomass,leaf_biomass,stem_biomass,root_biomass,crown_number,runner_number,water_stress,daylength,photosynthesis,transpiration
2023-05-01,1,GERMINATION,6.3274601753516215,23.994045262338023,0.5798809052467605,5.2,0.0,0.0,11.59761810493521,5.798809052467605,6.59761810493521,1.0,0.0,0.2604871741622863,13.758355635206359,4.211423702415719,1.9536538062171471
2023-05-02,2,GERMINATION,12.751006132901313,28.31994449948838,0.6663988899897677,5.4,0.0,0.0,13.327977799795352,6.663988899897676,8.327977799795352,1.0,0.0,0.19580633634595762,13.79606711857334,4.583804168862268,1.5272894234984695
2023-05-03,3,GERMINATION,20.226055687660345,36.322775889551544,0.8264555177910309,5.6000000000000005,0.0,0.0,16.529110355820617,8.264555177910308,11.529110355820615,1.0,0.0,0.03282513984100453,13.833363004376599,8.325755729687547,1.9477106447368966
2023-05-04,4,GERMINATION,28.583601329975657,44.47724047012709,0.9895448094025419,5.800000000000001,0.0,0.0,19.790896188050837,9.895448094025419,14.790896188050835,1.0,0.0,0.3064571499532812,13.870229080632765,8.5872822337837,2.5742400596075625
2023-05-05,5,GERMINATION,33.64913716686313,53.78415629436044,1.175683125887209,6.000000000000001,0.0,0.0,23.513662517744176,11.756831258872088,18.513662517744176,1.0,0.0,0.014744147337605814,13.906650939380842,9.724037546629026,2.8024970072449817
2023-05-06,6,GERMINATION,38.166518283935744,62.702960230835494,1.35405920461671,6.200000000000001,0.0,0.0,27.081184092334198,13.540592046167099,22.081184092334198,1.0,0.0,0.0,13.94261398578652,9.40015509834127,2.857669325158251
2023-05-07,7,GERMINATION,46.59423928461334,78.78559187002516,1.6757118374005033,6.400000000000001,0.0,0.0,33.51423674801006,16.75711837400503,28.51423674801006,1.0,0.0,0.254110631711901,13.978103448272218,16.81409961172131,4.110774449886208
2023-05-08,8,EMERGENCE,55.23126250042951,89.4963535092204,1.8899270701844082,6.600000000000001,0.0,0.0,37.79854140368816,18.89927070184408,32.798541403688155,1.0,0.0,0.34032978047118506,14.013104389688856,11.636345799404769,3.2671658925233773
2023-05-09,9,EMERGENCE,61.49670847732783,101.11848058500134,2.122369611700027,6.800000000000002,0.0,0.0,42.44739223400054,21.22369611700027,37.44739223400053,1.0,0.0,0.2934186000558972,14.047601719542172,12.511048429601852,2.904844140553383
2023-05-10,10,EMERGENCE,67.94846358157201,111.80605060032906,2.3361210120065814,7.000000000000002,0.0,0.0,46.722420240131626,23.361210120065813,41.72242024013162,1.0,0.0,0.3405822328928035,14.081580207283046,11.701967523026633,3.4739387755065967
2023-05-11,11,EMERGENCE,74.4402223578547,124.08482194499663,2.5816964388999333,7.200000000000002,0.0,0.0,51.63392877799866,25.81696438899933,46.63392877799865,1.0,0.0,0.44903627182803607,14.115024496667386,13.401037924254918,4.71488085419438
2023-05-12,12,EMERGENCE,81.27262209832637,136.38267087766553,2.8276534175533112,7.400000000000002,0.0,0.0,56.55306835106622,28.27653417553311,51.55306835106621,1.0,0.0,0.24522361333631362,14.147919121187238,13.570505743306684,2.6484150240321878
2023-05-13,13,EMERGENCE,88.0312405850656,148.01638596237763,3.060327719247553,7.600000000000002,0.0,0.0,61.20655438495106,30.60327719247553,56.20655438495105,1.0,0.0,0.2980456356967367,14.180248520570167,13.023017231648456,3.308306556233778
2023-05-14,14,EMERGENCE,92.73027662287318,157.9263339517437,3.2585266790348744,7.8000000000000025,0.0,0.0,65.17053358069748,32.58526679034874,60.17053358069746,1.0,0.0,0.19616765831023178,14.211997058339385,11.215411239343746,2.236311304736643
2023-05-15,15,EMERGENCE,97.753841722942,166.43554316258454,3.428710863251691,8.000000000000002,0.0,0.0,68.57421726503382,34.28710863251691,63.574217265033795,1.0,0.0,0.15436746744794422,14.243149040422015,9.932354691474726,1.806099369140948
2023-05-16,16,JUVENILE,103.4594373967119,176.45037351894825,3.6290074703789656,8.200000000000001,0.0,0.0,72.58014940757931,36.29007470378966,67.58014940757928,1.0,0.0,0.36215632890621924,14.273688734787546,11.58607493934465,4.3458759468746315
2023-05-17,17,JUVENILE,110.13096051364738,190.9360112950801,3.9187202259016027,8.4,0.0,0.0,78.37440451803205,39.187202259016026,73.37440451803202,1.0,0.0,0.22754589655477878,14.303600392093049,16.26535756052212,2.7988145276237795
2023-05-18,18,JUVENILE,119.13876290723233,209.61154891415785,4.292230978283158,8.6,0.0,0.0,85.84461956566315,42.922309782831576,80.84461956566312,1.0,0.0,0.3740874721686438,14.332868267305805,20.9376245554053,4.7135021493249125
2023-05-19,19,JUVENILE,126.9797263217428,230.27397008518844,4.705479401703769,8.799999999999999,0.0,0.0,94.10958803407539,47.05479401703769,89.10958803407536,1.0,0.0,0.2547183853467715,14.361476642268007,22.950320718720814,3.285867170973352
2023-05-20,20,JUVENILE,134.18091674811927,253.14692154363993,5.162938430872799,8.999999999999998,0.0,0.0,103.25876861745598,51.62938430872799,98.25876861745596,1.0,0.0,0.2745795750293661,14.389409849162051,25.274945319594487,3.6244503903876324
2023-05-21,21,JUVENILE,143.41501109502346,291.0476403793819,5.920952807587639,9.199999999999998,0.0,0.0,118.41905615175277,59.209528075876385,113.41905615175274,1.0,0.0,0.005909452482163779,14.416652294828411,40.9380806506209,5.559726183572901
2023-05-22,22,JUVENILE,150.70076610277877,307.2312305837371,6.244624611674744,9.399999999999997,0.0,0.0,124.89249223349486,62.44624611674743,119.89249223349483,1.0,0.0,0.2966472085802327,14.443188485881814,19.230871675215056,4.09373147840721
