date,dap,stage,thermal_time,biomass,leaf_area_index,root_depth,fruit_number,fruit_biomass,leaf_biomass,stem_biomass,root_biomass,crown_number,runner_number,water_stress,daylength,photosynthesis,transpiration
2017-01-01,1,GERMINATION,15.850000000000001,0.18242730531677448,0.0014594184425341958,5.2,0.0,0.0,0.07297092212670979,0.036485461063354895,0.07297092212670979,1.0,0.0,0.37587630953191875,9.227730253605849,0.9121365265838722,2.8190723214893905
2017-01-02,2,GERMINATION,32.32692307692308,0.18242730531677448,0.0014594184425341958,5.4,0.0,0.0,0.07297092212670979,0.036485461063354895,0.07297092212670979,1.0,0.0,0.3206474364404708,9.240118638274426,0.01768980875504376,2.5010500042356725
2017-01-03,3,GERMINATION,49.219230769230776,0.18242730531677448,0.0014594184425341958,5.6000000000000005,0.0,0.0,0.07297092212670979,0.036485461063354895,0.07297092212670979,1.0,0.0,0.2369729603482035,9.253434767169711,0.01736417785765171,1.9194809788204488
2017-01-04,4,EMERGENCE,62.66923076923078,0.18242730531677448,0.0014594184425341958,5.800000000000001,0.0,0.0,0.07297092212670979,0.036485461063354895,0.07297092212670979,1.0,0.0,0.2278087403969499,9.267669070540402,0.01401453193023957,1.9135934193343793
2017-01-05,5,EMERGENCE,76.21923076923078,0.18250327137533048,0.0014600261710026438,6.000000000000001,0.0,0.0,0.07300130855013219,0.036500654275066095,0.07300130855013219,1.0,0.0,0.23457528077220866,9.282811411608899,0.01500365927059411,2.0408049427182156
2017-01-06,6,EMERGENCE,90.16923076923078,0.1827668645140805,0.001462134916112644,6.200000000000001,0.0,0.0,0.0731067458056322,0.0365533729028161,0.0731067458056322,1.0,0.0,0.25250443077088,9.298851111346337,0.016359187296491745,2.6225398769379202
2017-01-07,7,EMERGENCE,98.91923076923078,0.1827668645140805,0.001462134916112644,6.400000000000001,0.0,0.0,0.0731067458056322,0.0365533729028161,0.0731067458056322,1.0,0.0,0.0,9.315776974179943,0.002983883077134941,0.5006223608889988
2017-01-08,8,JUVENILE,101.21923076923078,0.1827668645140805,0.001462134916112644,6.600000000000001,0.0,0.0,0.0731067458056322,0.0365533729028161,0.0731067458056322,1.0,0.0,0.18120196351766554,9.333577314510116,0.003371612694418318,1.7395388497695894
2017-01-09,9,JUVENILE,108.41923076923078,0.1827668645140805,0.001462134916112644,6.800000000000002,0.0,0.0,0.0731067458056322,0.0365533729028161,0.0731067458056322,1.0,0.0,0.22255467682604602,9.352239983913726,0.00913530111842958,2.203291300577856
2017-01-10,10,JUVENILE,118.86923076923078,0.1827668645140805,0.001462134916112644,7.000000000000002,0.0,0.0,0.0731067458056322,0.0365533729028161,0.0731067458056322,1.0,0.0,0.179011150613881,9.371752398910028,0.011389266730572242,1.825913736261587
2017-01-11,11,JUVENILE,132.1192307692308,0.18287195355800384,0.0014629756284640309,7.200000000000002,0.0,0.0,0.07314878142320154,0.03657439071160077,0.07314878142320154,1.0,0.0,0.20536662331859798,9.392101569166297,0.01487497988555909,2.1563495448452796
2017-01-12,12,JUVENILE,147.3692307692308,0.1834868354814337,0.0014678946838514698,7.400000000000002,0.0,0.0,0.07339473419257349,0.036697367096286744,0.07339473419257349,1.0,0.0,0.2636963052919824,9.413274126021959,0.01956717420119585,2.8479200971534104
2017-01-13,13,JUVENILE,163.4692307692308,0.1834868354814337,0.0014678946838514698,7.600000000000002,0.0,0.0,0.07339473419257349,0.036697367096286744,0.07339473419257349,1.0,0.0,0.11144880746830906,9.435256351212278,0.015917400306833043,1.4470817628982309
2017-01-14,14,JUVENILE,179.76923076923077,0.1834868354814337,0.0014678946838514698,7.8000000000000025,0.0,0.0,0.07339473419257349,0.036697367096286744,0.07339473419257349,1.0,0.0,0.16309474489359865,9.458034205675713,0.01684642252920809,1.8592800917870251
2017-01-15,15,JUVENILE,195.41923076923078,0.1834868354814337,0.0014678946838514698,8.000000000000002,0.0,0.0,0.07339473419257349,0.036697367096286744,0.07339473419257349,1.0,0.0,0.14690926290995768,9.481593358332772,0.015834476819256045,1.7188383760465056
2017-01-16,16,VEGETATIVE,211.41923076923078,0.1834868354814337,0.0014678946838514698,8.100000000000001,0.0,0.0,0.07339473419257349,0.036697367096286744,0.07339473419257349,1.02,0.1,0.1499371877556723,9.505919214728447,0.0156322420047127,1.799246253068068
2017-01-17,17,VEGETATIVE,228.31923076923078,0.183917327675418,0.0014721996057913125,8.200000000000001,0.0,0.0,0.07360998028956563,0.03682651475448203,0.07348083263137034,1.0404,0.202,0.20473554113796372,9.53099694543515,0.02070576304304191,2.4875368248262597
